labels,z,y,x,z_min,z_max,y_min,y_max,x_min,x_max
1092,33,4426,6962,30,39,4320,4529,6911,7048
1093,27,4035,7477,27,29,4002,4073,7449,7511
1094,28,3941,7530,28,31,3892,4012,7502,7569
1095,28,2659,7263,28,30,2645,2675,7247,7279
1096,27,5784,8433,27,29,5764,5801,8393,8473
1097,27,5864,8020,27,29,5851,5882,8005,8036
1098,28,2212,5355,28,30,2182,2246,5331,5381
1099,30,4707,6678,28,34,4683,4737,6635,6715
1100,29,2200,4016,28,31,2169,2234,3981,4050
1101,29,3201,3788,28,32,3175,3237,3759,3817
1102,29,3116,3300,28,31,3091,3143,3281,3330
1103,28,3269,3623,28,31,3238,3301,3597,3644
1104,30,1444,2477,29,34,1403,1491,2454,2501
1105,29,2453,1099,28,33,2369,2523,1033,1141
1106,29,3039,722,28,31,3013,3075,685,758
1107,29,1651,3735,28,32,1592,1699,3690,3782
1108,28,1529,3820,28,30,1504,1557,3793,3845
1109,29,1257,4003,29,31,1243,1271,3975,4034
1110,30,2061,3177,29,32,2045,2075,3149,3202
1111,30,2049,3539,30,32,2025,2072,3508,3571
1112,29,2376,3945,28,32,2361,2392,3907,3986
1113,29,2934,3992,29,31,2866,3021,3955,4038
1114,29,3692,3367,28,32,3637,3749,3318,3421
1115,30,4925,4100,29,33,4869,4973,4078,4140
1116,29,4552,3833,29,31,4534,4572,3806,3859
1117,30,3779,4002,29,32,3757,3799,3959,4047
1118,30,3767,4245,29,33,3736,3805,4195,4284
1119,29,2657,4369,29,31,2630,2682,4353,4387
1120,31,2086,4338,28,36,2047,2129,4229,4402
1121,29,2808,5054,28,32,2773,2847,5012,5090
1122,29,5722,5852,29,30,5689,5757,5842,5863
1123,29,5455,6571,29,30,5431,5482,6547,6597
1124,28,3761,6659,28,31,3723,3803,6640,6677
1125,29,3243,6734,29,31,3202,3286,6707,6759
1126,29,3046,6564,28,31,3015,3078,6550,6580
1127,31,4123,3650,29,35,4048,4215,3622,3688
1128,30,1586,4957,29,32,1569,1605,4918,4994
1129,30,2984,7172,29,33,2935,3019,7111,7219
1130,30,3612,7088,29,34,3586,3632,7012,7158
1131,29,6271,7479,29,30,6255,6284,7452,7509
1132,32,2574,7631,29,34,2542,2614,7569,7714
1133,29,2989,7450,29,30,2970,3010,7431,7470
1134,31,854,2640,30,35,810,903,2617,2669
1135,30,1158,1849,29,32,1112,1204,1816,1876
1136,29,1861,1833,29,32,1845,1884,1788,1884
1137,33,1882,2106,29,38,1847,1942,2063,2141
1138,30,1044,3903,30,32,1001,1084,3871,3924
1139,30,911,3747,30,32,880,946,3724,3766
1140,33,2672,3034,30,38,2617,2749,2977,3109
1141,31,4349,3599,30,34,4309,4406,3504,3660
1142,32,4358,4089,30,36,4314,4417,4069,4111
1143,30,3740,4618,30,31,3729,3753,4609,4629
1144,31,2755,4543,30,34,2720,2788,4516,4575
1145,31,2482,4283,29,34,2442,2529,4243,4337
1146,30,2414,4904,30,33,2375,2448,4848,4950
1147,29,1531,4423,29,31,1505,1560,4387,4454
1148,28,1471,4405,28,30,1440,1521,4376,4438
1149,30,1304,4678,30,31,1291,1320,4662,4695
1150,30,1035,4325,30,32,991,1103,4237,4391
1151,31,2022,5123,30,34,1998,2049,5065,5167
1152,30,3313,5044,30,32,3303,3326,5032,5059
1153,30,3156,5993,30,31,3147,3166,5972,6016
1154,31,3364,5900,29,34,3330,3398,5857,5943
1155,32,4141,5232,30,35,4115,4175,5174,5283
1156,30,4266,6005,30,32,4183,4328,5947,6058
1157,29,5153,6114,29,31,5120,5184,6090,6143
1158,32,5119,5091,29,35,5046,5230,4996,5151
1159,29,3982,6507,28,31,3962,4006,6464,6541
1160,31,3518,7136,30,34,3504,3535,7089,7182
1161,31,3269,7182,29,34,3230,3307,7127,7231
1162,30,2398,6465,29,33,2368,2447,6397,6523
1163,30,2348,7955,29,32,2301,2389,7927,7981
1164,30,4384,7787,29,32,4365,4415,7758,7824
1165,33,825,2094,31,36,761,885,2049,2130
1166,33,2266,1677,30,37,2189,2347,1638,1719
1167,31,874,1583,31,33,848,903,1554,1616
1168,32,4352,4278,31,35,4285,4432,4251,4312
1169,34,4118,4341,31,38,4045,4197,4287,4388
1170,32,3841,3640,31,35,3811,3884,3613,3671
1171,32,4940,3849,31,34,4858,5002,3811,3894
1172,32,2648,4059,32,34,2601,2685,4032,4089
1173,33,3021,4263,32,36,2960,3086,4223,4290
1174,31,2092,4083,31,34,2032,2145,4033,4120
1175,32,1327,4202,31,34,1292,1365,4175,4240
1176,32,2725,5219,30,35,2689,2753,5155,5285
1177,31,2750,5101,31,34,2719,2787,5078,5136
1178,32,2835,7424,31,34,2760,2907,7371,7474
1179,31,3195,6965,31,33,3167,3223,6940,6997
1180,32,4246,7005,31,35,4189,4291,6976,7048
1181,31,4505,7145,31,34,4466,4549,7104,7181
1182,32,5359,7161,31,35,5332,5386,7121,7199
1183,32,5440,8380,31,34,5414,5469,8354,8417
1184,34,1696,1654,32,38,1627,1746,1571,1716
1185,31,1501,1595,31,34,1453,1545,1548,1640
1186,33,2455,1420,31,37,2385,2549,1346,1477
1187,32,1902,3503,31,35,1863,1953,3470,3540
1188,32,2907,677,32,33,2882,2934,657,697
1189,32,3273,469,32,33,3246,3301,461,478
1190,32,1513,3859,32,34,1483,1545,3835,3886
1191,33,3076,3780,32,37,3015,3162,3735,3826
1192,32,5697,5097,32,33,5675,5721,5083,5114
1193,32,5324,4756,32,34,5299,5353,4720,4806
1194,33,4998,4865,32,37,4970,5045,4809,4916
1195,34,5080,5283,32,38,5061,5116,5232,5339
1196,33,3442,4946,30,37,3401,3493,4905,4990
1197,33,3067,4513,32,37,3028,3117,4465,4559
1198,32,2219,4989,31,35,2183,2260,4953,5040
1199,32,2243,6327,32,34,2220,2270,6297,6364
1200,33,3323,6516,32,36,3275,3373,6469,6559
1201,32,3496,5719,32,35,3439,3550,5697,5750
1202,32,3705,5627,31,35,3671,3737,5581,5670
1203,34,3325,5529,33,37,3293,3356,5498,5564
1204,31,5000,6014,31,34,4966,5044,5986,6044
1205,33,5364,5023,32,36,5325,5408,5007,5043
1206,32,6395,6990,32,33,6382,6411,6979,7004
1207,34,6213,6849,32,37,6133,6349,6753,6920
1208,32,5949,6796,32,33,5928,5971,6789,6807
1209,34,5397,6535,32,37,5377,5430,6475,6594
1210,32,4777,6273,32,34,4736,4817,6244,6299
1211,34,3429,6493,32,39,3369,3495,6450,6539
1212,32,5417,7622,32,34,5384,5455,7578,7667
1213,35,6026,7814,34,39,5978,6090,7787,7851
1214,32,5876,8492,32,33,5855,5895,8460,8522
1215,32,6683,8876,32,33,6644,6714,8856,8903
1216,32,6629,8329,32,33,6610,6648,8287,8376
1217,32,6256,8985,32,33,6231,6283,8962,9010
1218,32,4985,9109,32,33,4964,5003,9076,9141
1219,32,3618,3815,32,34,3597,3639,3764,3851
1220,31,4835,6492,31,34,4812,4864,6440,6535
1221,33,4639,4955,32,35,4623,4660,4936,4980
1222,35,4483,5055,33,38,4449,4519,5011,5100
1223,33,1803,2270,32,37,1760,1860,2226,2306
1224,33,1103,4248,33,34,1047,1138,4164,4339
1225,35,1644,3160,32,39,1588,1670,3110,3215
1226,33,3966,3602,33,34,3951,3983,3588,3618
1227,34,3879,3738,33,36,3843,3915,3708,3771
1228,34,4027,4017,33,37,3984,4073,3993,4044
1229,32,4309,3780,32,34,4267,4358,3749,3809
1230,33,5055,4260,32,36,5031,5096,4220,4306
1231,34,3275,5071,33,36,3255,3298,5038,5110
1232,33,2176,5101,33,36,2151,2211,5071,5138
1233,33,1695,6099,33,34,1682,1709,6081,6119
1234,33,4958,5264,32,35,4932,4984,5215,5302
1235,33,5106,5859,33,35,5082,5129,5835,5878
1236,31,5158,7048,30,34,5140,5176,6997,7088
1237,35,5140,6811,33,39,5095,5203,6765,6868
1238,35,4068,6879,33,39,4023,4117,6848,6904
1239,32,3713,6824,31,36,3696,3734,6773,6873
1240,33,3592,7315,33,36,3554,3626,7277,7346
1241,34,140,190,34,35,109,174,181,201
1242,34,125,569,34,35,102,154,543,600
1243,34,470,779,34,35,436,509,717,844
1244,34,813,876,34,35,785,848,857,901
1245,34,625,481,34,35,609,640,465,497
1246,34,574,346,34,35,537,612,332,360
1247,34,1127,1278,34,35,1066,1189,1236,1324
1248,34,1243,840,34,35,1230,1258,818,865
1249,34,1191,389,34,35,1154,1228,375,407
1250,34,1691,319,34,35,1661,1723,308,332
1251,34,2071,639,34,35,2032,2114,630,651
1252,34,2048,365,34,35,2015,2080,345,383
1253,34,2285,640,34,35,2228,2343,605,669
1254,34,2754,659,34,35,2720,2795,621,704
1255,34,3269,567,34,35,3244,3292,513,624
1256,34,3175,83,34,35,3163,3192,46,121
1257,34,3280,151,34,35,3251,3312,128,177
1258,35,3128,1215,34,38,3096,3169,1188,1245
1259,34,5284,2810,34,37,5246,5333,2759,2848
1260,34,6485,1235,34,35,6456,6517,1227,1245
1261,34,6375,1408,34,35,6354,6390,1370,1445
1262,34,6491,904,34,35,6474,6510,885,925
1263,34,7045,2675,34,35,7009,7083,2654,2696
1264,34,6775,3274,34,35,6759,6795,3256,3292
1265,34,5510,2112,34,35,5476,5543,2061,2164
1266,34,5678,2222,34,35,5639,5743,2178,2264
1267,34,5040,2401,34,36,5007,5070,2358,2442
1268,34,4798,3060,34,37,4767,4821,3030,3093
1269,34,5385,3293,34,37,5360,5414,3255,3337
1270,34,5952,3661,34,35,5896,6013,3636,3695
1271,36,5750,3960,34,39,5717,5782,3919,4019
1272,34,5247,3923,34,36,5211,5277,3900,3950
1273,33,5294,4014,32,35,5261,5336,3986,4040
1274,35,4682,4183,34,38,4651,4719,4138,4212
1275,36,3802,4375,34,39,3762,3852,4322,4431
1276,34,3609,4459,33,36,3577,3650,4425,4483
1277,36,3642,4668,35,39,3604,3673,4631,4719
1278,37,3673,4524,37,39,3642,3710,4505,4540
1279,34,3492,4268,34,36,3460,3521,4226,4305
1280,34,2515,3746,34,35,2501,2532,3739,3755
1281,35,2043,3345,34,37,1992,2091,3303,3395
1282,35,1798,3882,34,38,1760,1843,3842,3930
1283,34,2434,4446,34,37,2409,2460,4403,4486
1284,35,3654,4825,34,37,3632,3678,4790,4862
1285,37,3839,4837,37,39,3794,3903,4808,4888
1286,34,5816,4141,34,35,5781,5853,4118,4165
1287,34,5823,4566,34,35,5788,5861,4555,4580
1288,34,5927,4725,34,37,5878,5970,4699,4757
1289,34,6229,4604,34,35,6202,6263,4574,4630
1290,34,6046,4583,34,36,6026,6066,4568,4597
1291,35,5597,4263,34,38,5567,5635,4230,4291
1292,35,2136,4596,34,39,2109,2163,4546,4640
1293,34,2711,5782,34,37,2669,2753,5745,5816
1294,34,2719,5891,34,36,2688,2741,5858,5927
1295,34,6070,5602,34,35,6031,6114,5572,5631
1296,34,6404,5535,34,36,6380,6430,5486,5582
1297,35,6205,6032,34,39,6160,6271,5992,6067
1298,34,6549,5844,34,36,6521,6597,5804,5887
1299,34,6787,6058,34,35,6769,6809,6040,6075
1300,35,3032,6884,34,38,3012,3051,6847,6922
1301,34,4737,7326,33,37,4724,4757,7295,7361
1302,33,5589,6750,33,35,5570,5606,6736,6768
1303,34,5818,6543,33,38,5793,5854,6513,6593
1304,35,5792,6780,34,38,5770,5820,6739,6831
1305,35,5788,6999,34,37,5764,5812,6950,7041
1306,35,6376,7558,34,38,6339,6412,7524,7609
1307,34,6801,7195,34,37,6766,6845,7145,7239
1308,34,5656,6099,34,37,5618,5695,6051,6152
1309,35,5353,6146,35,38,5334,5383,6101,6183
1310,37,5305,5870,36,39,5275,5343,5830,5914
1311,36,4961,6115,34,39,4948,4980,6082,6162
1312,34,5630,6944,34,36,5599,5673,6911,6976
1313,35,7046,7901,35,37,7004,7091,7883,7923
1314,35,6999,7743,35,37,6949,7042,7710,7777
1315,35,6584,7416,35,37,6571,6602,7394,7443
1316,35,6533,7824,35,37,6501,6586,7781,7862
1317,35,6628,7934,35,37,6612,6647,7892,7987
1318,34,4807,7322,33,37,4777,4842,7281,7363
1319,35,4569,7083,35,37,4541,4602,7062,7105
1320,36,5667,5086,35,39,5631,5709,5054,5113
1321,36,5980,5481,35,39,5965,6009,5453,5515
1322,37,5747,5726,36,39,5695,5799,5713,5744
1323,36,4309,6657,35,39,4252,4367,6604,6712
1324,36,3974,6582,35,39,3958,4009,6544,6629
1325,35,2924,6761,35,37,2911,2943,6738,6785
1326,36,1174,2167,35,39,1124,1219,2086,2247
1327,34,1119,1479,34,36,1083,1161,1445,1515
1328,35,2091,2127,35,37,2067,2116,2097,2160
1329,34,2446,3521,34,37,2434,2462,3492,3557
1330,36,2899,3800,35,39,2835,2950,3732,3870
1331,36,3692,3685,35,39,3659,3733,3654,3713
1332,35,4658,3835,35,38,4634,4679,3810,3864
1333,35,4830,3291,35,37,4815,4849,3266,3321
1334,34,5008,3060,34,36,4993,5028,3035,3085
1335,36,5157,3375,35,39,5127,5187,3353,3411
1336,35,4971,3305,35,38,4939,5013,3273,3339
1337,36,4255,3363,35,39,4227,4289,3318,3409
1338,37,2773,3873,37,39,2742,2816,3840,3908
1339,35,2367,4345,35,38,2320,2412,4304,4382
1340,35,1981,4941,35,37,1962,2003,4900,4981
1341,36,3380,4716,35,39,3331,3447,4684,4757
1342,34,5115,4170,34,36,5101,5133,4141,4201
1343,36,5392,5704,35,38,5370,5411,5679,5725
1344,36,4125,6809,35,39,4081,4177,6774,6851
1345,36,6734,7518,36,37,6707,6763,7509,7529
1346,35,5743,8412,35,37,5697,5785,8390,8429
1347,35,5472,7713,34,38,5444,5503,7695,7736
1348,35,2721,7475,35,36,2707,2738,7460,7494
1349,35,2645,6850,35,36,2633,2657,6831,6873
1350,35,3317,4906,35,37,3299,3341,4870,4937
1351,35,2853,5117,35,36,2840,2869,5107,5128
1352,35,1251,2632,35,38,1197,1319,2586,2669
1353,36,1428,1516,36,39,1386,1470,1498,1544
1354,36,1573,1386,36,39,1539,1617,1358,1409
1355,36,2373,1078,36,37,2350,2398,1065,1094
1356,37,4969,2307,36,39,4921,5065,2211,2387
1357,36,5057,3708,36,39,5041,5074,3685,3729
1358,37,3519,3585,36,39,3434,3587,3541,3634
1359,37,3887,3429,36,39,3841,3936,3416,3457
1360,36,5327,4304,36,38,5292,5357,4266,4351
1361,37,4950,4381,36,39,4929,4981,4333,4416
1362,36,4281,4464,35,38,4255,4308,4442,4493
1363,37,2705,4357,36,39,2670,2748,4308,4436
1364,38,2716,4710,38,39,2662,2775,4676,4756
1365,38,2866,4384,38,39,2853,2885,4355,4413
1366,36,2588,6155,36,38,2573,2604,6130,6189
1367,37,4662,6269,36,39,4627,4706,6240,6293
1368,36,6217,6954,36,38,6199,6236,6926,6979
1369,36,6405,7148,36,39,6328,6476,7108,7179
1370,37,4488,6393,36,39,4450,4525,6373,6417
1371,37,4650,6462,36,39,4632,4674,6433,6495
1372,36,4246,7082,36,38,4219,4281,7059,7104
1373,37,3701,6974,36,39,3674,3729,6959,6988
1374,37,3297,6770,36,39,3286,3310,6728,6810
1375,36,3228,7396,35,39,3199,3275,7342,7455
1376,35,7197,7740,35,37,7155,7231,7702,7774
1377,37,2673,5950,37,39,2647,2699,5939,5965
1378,37,3182,7311,37,39,3155,3210,7288,7339
1379,37,5636,7531,36,39,5605,5670,7500,7565
1380,37,6077,6617,37,39,6050,6100,6576,6661
1381,37,1409,1883,37,39,1377,1437,1866,1898
1382,37,2617,805,37,39,2589,2641,769,833
1383,37,2923,1286,37,39,2894,2951,1247,1324
1384,37,1880,1959,37,39,1856,1913,1924,1991
1385,37,1487,2156,37,39,1466,1509,2108,2203
1386,37,965,1928,36,39,924,1004,1879,1976
1387,37,1579,2433,37,39,1557,1603,2404,2459
1388,37,1469,1775,37,39,1440,1494,1765,1786
1389,37,4978,3411,37,39,4953,5004,3378,3445
1390,37,1995,3087,37,39,1966,2026,3069,3105
1391,37,2267,2906,37,39,2232,2296,2894,2919
1392,37,1700,3631,36,39,1662,1733,3591,3672
1393,37,1917,4116,37,39,1889,1945,4086,4147
1394,37,2215,4937,37,39,2202,2229,4921,4957
1395,37,3403,5061,37,39,3366,3432,5043,5083
1396,38,4864,4174,38,39,4812,4912,4155,4196
1397,37,4974,5314,37,39,4937,5024,5286,5340
1398,37,5152,5190,37,39,5119,5186,5167,5220
1399,37,5478,5170,37,39,5446,5510,5147,5203
1400,37,4815,5394,37,39,4795,4841,5372,5421
1401,37,3853,5600,37,39,3806,3897,5581,5621
1402,37,3158,5785,37,39,3123,3195,5750,5819
1403,38,3232,5904,38,39,3199,3269,5883,5927
1404,38,3223,6660,38,39,3187,3284,6603,6718
1405,37,4238,7153,37,39,4222,4256,7130,7171
1406,37,3725,6710,37,39,3713,3738,6682,6742
1407,37,4203,6906,37,39,4172,4238,6891,6924
1408,37,5101,6583,37,39,5079,5126,6560,6611
1409,37,5158,6457,37,39,5132,5189,6438,6474
1410,38,5058,6315,38,39,5039,5079,6304,6326
1411,37,5469,6771,37,39,5424,5518,6744,6798
1412,37,5616,3243,37,39,5597,5637,3210,3277
1413,38,2486,453,38,39,2461,2513,433,474
1414,38,2832,426,38,39,2814,2851,412,445
1415,38,2946,312,38,39,2927,2971,286,343
1416,38,3032,113,38,39,2965,3099,84,157
1417,38,2539,265,38,39,2505,2567,231,291
1418,38,2754,1118,38,39,2734,2776,1110,1128
1419,38,3521,787,38,39,3505,3539,773,801
1421,38,5457,628,38,39,5443,5471,594,665
1422,38,6198,1308,38,39,6177,6220,1283,1335
1423,38,6435,1315,38,39,6417,6460,1290,1338
1424,38,5790,613,38,39,5750,5833,602,627
1425,38,6521,1575,38,39,6479,6566,1546,1605
1426,38,6682,1448,38,39,6642,6723,1419,1477
1427,38,6216,1499,38,39,6187,6245,1459,1538
1428,38,6037,1134,38,39,6028,6048,1109,1162
1429,38,6091,1967,38,39,6080,6105,1945,1992
1430,38,6262,2270,38,39,6238,6290,2256,2283
1431,38,5810,1159,38,39,5788,5834,1149,1169
1432,38,2641,3630,38,39,2620,2657,3608,3649
1433,37,2511,3124,37,39,2475,2548,3079,3175
1434,37,2434,3616,37,39,2420,2449,3597,3635
1436,38,4463,3173,38,39,4432,4496,3150,3197
1437,38,4594,3293,38,39,4576,4615,3282,3305
1438,38,5053,3817,38,39,5029,5079,3807,3827
1439,38,5032,3653,38,39,5015,5049,3633,3672
1440,38,6999,2702,38,39,6951,7050,2672,2730
1441,38,6311,3305,38,39,6279,6346,3290,3325
1442,38,5765,2898,38,39,5742,5807,2839,2956
1443,38,5346,2705,38,39,5327,5366,2691,2721
1444,38,5931,4037,38,39,5911,5957,4017,4053
1445,38,4269,4298,38,39,4247,4292,4286,4312
1446,38,3643,4045,38,39,3621,3663,4032,4063
1447,38,3171,4738,38,39,3149,3193,4714,4763
1448,38,5540,4593,38,39,5508,5573,4566,4619
1449,37,5618,4532,37,39,5594,5640,4519,4545
1450,37,6242,4840,37,39,6199,6287,4809,4868
1451,38,6147,5588,38,39,6131,6167,5578,5601
1452,38,5030,6604,38,39,5015,5046,6591,6619
1453,37,6268,6392,37,39,6247,6292,6370,6419
1454,38,6501,6520,38,39,6494,6509,6507,6534
1455,38,6899,7499,38,39,6874,6927,7489,7511
1456,38,6554,7594,38,39,6524,6586,7585,7608
1457,37,5477,8097,37,39,5459,5498,8068,8127
